Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-30,14.561460429224475,14.949765670353372,14.076078414916992,14.076078414916992,8347900,0.0,0
2021-08-02,14.755611891828705,15.318654910176647,14.648828190346388,14.833272933959961,3160800,0.0,0
2021-08-03,14.978888720477872,15.03713404166154,14.551752044765097,14.619706153869629,1434500,0.0,0
2021-08-04,14.561459061000122,15.231285770457369,14.561459061000122,14.639120101928711,1719700,0.0,0
2021-08-05,14.881812293162506,15.037134387615982,14.571168104255554,14.67795181274414,837100,0.0,0
2021-08-06,14.590582978200041,14.91093503110597,14.590582978200041,14.60999870300293,526100,0.0,0
2021-08-09,14.823567026428691,14.940058597707225,14.673097936791962,14.765320777893066,624100,0.0,0
2021-08-10,14.949765926695214,15.02742697625264,14.804151690223229,14.910935401916504,1659300,0.0,0
2021-08-11,15.046842050256707,15.289533051067298,14.881812095642088,14.88181209564209,611900,0.0,0
2021-08-12,14.901227894757328,15.173041557805291,14.80415112362956,14.813858985900879,459000,0.0,0
2021-08-13,14.978888183858356,15.338070737598864,14.872103555859383,15.318655014038086,622700,0.0,0
2021-08-16,15.532223465969155,15.59046878552265,15.38660924129276,15.493392944335938,1012700,0.0,0
2021-08-17,15.493393387780122,15.551639634793373,14.852689299597808,15.173041343688965,1203300,0.0,0
2021-08-18,15.279823784905602,15.367192685296628,15.037132806393915,15.04684066772461,438600,0.0,0
2021-08-19,14.901227894757328,15.105088373491476,14.784735399086927,14.813858985900879,290600,0.0,0
2021-08-20,14.775029207861504,15.483686525143723,14.775029207861504,15.415733337402344,247900,0.0,0
2021-08-23,15.483685114423562,15.677837722990196,15.12935648806537,15.580760955810547,863200,0.0,0
2021-08-24,15.823452214713036,16.046729338465752,15.04684176735468,15.619592666625977,2242900,0.0,0
2021-08-25,15.619592946994773,15.72637757976782,15.33807142332594,15.590469360351562,493700,0.0,0
2021-08-26,15.571055121976418,15.852575713243835,15.532223674030373,15.842867851257324,294500,0.0,0
2021-08-27,15.96906937599252,16.007898975199335,15.755500099805843,15.794331550598145,359000,0.0,0
2021-08-30,15.862282699610862,15.920528016729358,15.454561776610898,15.464269638061523,429500,0.0,0
2021-08-31,15.551639221766383,15.79433021392284,15.435146730833736,15.580760955810547,470600,0.0,0
2021-09-01,15.774915877301058,15.901114389621851,15.629301639519994,15.88170051574707,299600,0.0,0
2021-09-02,15.969067179241554,15.969067179241554,15.72637619993141,15.755497932434082,183400,0.0,0
2021-09-03,15.813747324939296,15.860342473814592,15.260411184742058,15.328364372253418,284400,0.0,0
2021-09-07,15.347779962917935,15.532224724168634,14.852690077644803,14.910935401916504,365300,0.0,0
2021-09-08,14.852687944557935,14.852687944557935,14.561458587646486,14.561458587646484,465900,0.0,0
2021-09-09,14.561459181093142,14.736196987519904,14.328476056385885,14.347890853881836,880500,0.0,0
2021-09-10,14.464382903740322,14.54010256069112,14.173154450937064,14.270230293273926,389000,0.0,0
2021-09-13,14.464382416235463,14.571167042737438,14.318768194741589,14.347890853881836,339800,0.0,0
2021-09-14,14.415845578094,14.425552514362119,14.221692040048717,14.28964614868164,264200,0.0,0
2021-09-15,14.231400292795225,14.5129218197381,14.153739245762203,14.435260772705078,529400,0.0,0
2021-09-16,14.65853663418439,14.682805363641931,14.357599389630385,14.377015113830566,909400,0.0,0
2021-09-17,14.415845563212121,14.600290313213513,14.396429839110564,14.444968223571777,1694600,0.0,0
2021-09-20,14.318768298392218,14.842980795674531,14.24110725626096,14.833272933959961,352100,0.0,0
2021-09-21,14.9109345214028,15.328363332468692,14.75561243145996,14.842981338500977,785200,0.0,0
2021-09-22,15.017719366853816,15.085672550725185,14.464383256296673,14.48379898071289,408700,0.0,0
2021-09-23,14.571167167022535,14.677950868642682,14.328476178600946,14.522628784179688,470800,0.0,0
2021-09-24,14.444967812663853,14.707073600030137,14.425552089114603,14.454675674438477,273300,0.0,0
2021-09-27,14.40613789458208,14.512921601196313,14.192569555560926,14.241107940673828,508400,0.0,0
2021-09-28,14.328477477375971,14.745905385758988,14.299353889554824,14.580876350402832,485900,0.0,0
2021-09-29,14.54204362078707,15.676867293005639,14.54204362078707,15.386609077453613,1818600,0.0,0
2021-09-30,16.687434239199973,17.14369266796111,15.784623392608713,16.464157104492188,4134400,0.0,0
2021-10-01,16.609772008733085,16.65830946627612,14.920642008565329,15.250701904296875,1309400,0.0,0
2021-10-04,15.211872582762084,15.367194681054633,14.609998988982088,14.736198425292969,943900,0.0,0
2021-10-05,14.804149996832505,15.027425257322301,14.71775225109631,14.862396240234375,368500,0.0,0
2021-10-06,14.852689824041251,15.120620718177376,14.755613050855647,15.027426719665527,243100,0.0,0
2021-10-07,14.910934462683226,15.124502798409935,14.67795132868646,14.75561237335205,462600,0.0,0
2021-10-08,14.648827795100164,14.793471783049542,14.483797853575823,14.532336235046387,488700,0.0,0
2021-10-11,14.532336857831622,14.940057798389095,14.532336857831622,14.872103691101074,161000,0.0,0
2021-10-12,14.891520155514026,14.891520155514026,14.609998627868922,14.67795181274414,246100,0.0,0
2021-10-13,14.658536854490345,14.804151085009423,14.561460083615826,14.571167945861816,161900,0.0,0
2021-10-14,14.590581964684086,14.73619711321263,14.415845082559542,14.522628784179688,299700,0.0,0
2021-10-15,14.619706022543854,14.736197589657458,14.51292139167854,14.600290298461914,137300,0.0,0
2021-10-18,14.561460101671312,14.561460101671312,14.31876909997679,14.41584587097168,348500,0.0,0
2021-10-19,14.32847635167708,14.474090576171873,14.173154265337924,14.474090576171875,438300,0.0,0
2021-10-20,14.48379847428094,14.980829707286308,14.464382750543601,14.872103691101074,352900,0.0,0
2021-10-21,14.872102934446294,15.04684073602147,14.755611375327048,14.978887557983398,221900,0.0,0
2021-10-22,14.940057870801969,14.998303190710967,14.76532005948964,14.804150581359863,268600,0.0,0
2021-10-25,14.823565890733285,14.823565890733285,14.182860909099368,14.347890853881836,884500,0.0,0
2021-10-26,14.39642948375176,14.49350625027796,14.192569014680863,14.231399536132812,459200,0.0,0
2021-10-27,14.23139990210952,14.3867219919116,14.018802722258469,14.28964614868164,486500,0.0,0
2021-10-28,14.31876892876733,14.44496835923464,14.008124746566377,14.153738975524902,431200,0.0,0
2021-10-29,14.10520072110296,14.367307446604428,14.056662335736833,14.173154830932617,585000,0.0,0
2021-11-01,14.347891557240926,14.571167757041923,14.085785760544532,14.464383125305176,401500,0.0,0
2021-11-02,14.4546757898335,14.464382725892962,14.173154276670514,14.318768501281738,222500,0.0,0
2021-11-03,14.338184293799285,14.41584533740368,13.862509244481544,13.940170288085938,726200,0.0,0
2021-11-04,13.959587063079088,13.959587063079088,13.110168524623875,13.318882942199707,1379700,0.0,0
2021-11-05,13.493618919531603,13.503326781498712,13.212097403034091,13.250927925109863,420500,0.0,0
2021-11-08,13.386836075332814,13.425666599903323,13.124730265930067,13.231513977050781,391700,0.0,0
2021-11-09,13.299465838684142,13.746017289655091,13.144143755875577,13.639233589172363,439600,0.0,0
2021-11-10,13.784848954463738,13.9692946374519,13.48391262549337,13.590696334838867,493700,0.0,0
2021-11-11,13.716895713305838,13.716895713305838,13.425666322155562,13.503327369689941,144800,0.0,0
2021-11-12,13.5033274245595,13.703305131959107,13.328589604000758,13.590696334838867,261800,0.0,0
2021-11-15,13.60040423075445,13.862510036445185,13.590696368301124,13.83338737487793,237900,0.0,0
2021-11-16,13.765433261645336,13.833386442653845,13.513034409624222,13.52274227142334,224100,0.0,0
2021-11-17,13.522742565279495,13.629526270012281,13.250927983753474,13.338296890258789,647200,0.0,0
2021-11-18,13.396543091696728,13.515947201801577,13.241221003226011,13.406250953674316,429400,0.0,0
2021-11-19,13.299466039394519,13.425665465029192,13.095605571183533,13.12472915649414,241400,0.0,0
2021-11-22,13.153852097013065,13.45478841197691,13.09560585094021,13.406250953674316,332100,0.0,0
2021-11-23,13.396543105010256,13.45964235634194,12.843207007042578,12.94028377532959,366100,0.0,0
2021-11-24,13.017945681226772,13.345093060348736,12.775254670239567,13.318882942199707,556000,0.0,0
2021-11-26,13.105313904995507,13.23442587897027,12.71700867812753,12.891745567321777,343700,0.0,0
2021-11-29,13.008237544315147,13.0179454067402,12.619932305240226,12.639348030090332,296400,0.0,0
2021-11-30,12.590809588679033,12.619932250034074,12.280164472985303,12.551979064941406,453100,0.0,0
2021-12-01,12.755839594515543,12.833500642286099,12.445194477640602,12.484025001525879,479200,0.0,0
2021-12-02,12.435487400854239,12.86650593338503,12.377241152786453,12.775254249572754,786500,0.0,0
2021-12-03,12.69759310780481,13.124729788329915,11.794782287152259,12.445194244384766,1514400,0.0,0
2021-12-06,12.639347263109926,12.668469922825146,12.076303311928829,12.435486793518066,587700,0.0,0
2021-12-07,12.367532319421384,12.600515441814101,12.231625960921948,12.377240180969238,662600,0.0,0
2021-12-08,12.377240664190875,12.464609569947285,12.06659648887268,12.299579620361328,575800,0.0,0
2021-12-09,12.192795265454745,12.639346706525364,12.18308740404628,12.581100463867188,809800,0.0,0
2021-12-10,12.6296403767836,13.037361347459562,12.454902553410264,12.833500862121582,737800,0.0,0
2021-12-13,12.833500287028643,13.221805515132345,12.833500287028643,13.13443660736084,490100,0.0,0
2021-12-14,13.115021417417728,13.12472927927875,12.48402428334125,12.522854804992676,499900,0.0,0
